Extract_Date,Report_Period,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
"2021, August 30, Monday 11:09:52 AM","2021, July 01, Thursday 12:00:00 AM",T8,Departure,International,8587
"2021, August 10, Tuesday 06:01:10 AM","2021, July 01, Thursday 12:00:00 AM",T2,Departure,International,35349
"2021, August 30, Monday 11:09:52 AM","2021, July 01, Thursday 12:00:00 AM",T8,Arrival,International,2330
"2021, August 30, Monday 11:09:52 AM","2021, July 01, Thursday 12:00:00 AM",T7,Departure,International,46031
"2021, August 30, Monday 11:09:52 AM","2021, July 01, Thursday 12:00:00 AM",T6,Arrival,Domestic,181192
"2021, August 30, Monday 11:09:52 AM","2021, July 01, Thursday 12:00:00 AM",T6,Departure,International,53213
"2021, August 10, Tuesday 06:01:10 AM","2021, July 01, Thursday 12:00:00 AM",T2,Arrival,Domestic,536511
"2021, August 30, Monday 11:09:52 AM","2021, July 01, Thursday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,74125
"2021, August 30, Monday 11:09:52 AM","2021, July 01, Thursday 12:00:00 AM",Miscellaneous Terminal,Departure,International,242
"2021, December 10, Friday 06:01:09 AM","2021, November 01, Monday 12:00:00 AM",T1,Arrival,Domestic,260424
"2021, August 30, Monday 11:09:52 AM","2021, July 01, Thursday 12:00:00 AM",TBIT,Arrival,Domestic,29208
"2021, August 30, Monday 11:09:52 AM","2021, July 01, Thursday 12:00:00 AM",Miscellaneous Terminal,Arrival,International,321
"2021, August 10, Tuesday 12:12:41 PM","2021, July 01, Thursday 12:00:00 AM",T6,Arrival,International,18712
"2021, August 30, Monday 11:09:52 AM","2021, July 01, Thursday 12:00:00 AM",T5,Departure,International,21310
"2021, August 30, Monday 11:09:52 AM","2021, July 01, Thursday 12:00:00 AM",T7,Arrival,International,52960
"2021, August 30, Monday 11:09:52 AM","2021, July 01, Thursday 12:00:00 AM",T8,Arrival,Domestic,87089
"2021, August 06, Friday 09:46:34 AM","2021, July 01, Thursday 12:00:00 AM",T1,Arrival,Domestic,259587
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,65756
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",T6,Arrival,Domestic,171317
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",T4,Arrival,International,301
"2021, August 01, Sunday 12:00:23 AM","2021, June 01, Tuesday 12:00:00 AM",TBIT West Gates,Departure,International,82289
"2021, September 10, Friday 06:01:13 AM","2021, August 01, Sunday 12:00:00 AM",T2,Arrival,Domestic,503272
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",TBIT West Gates,Departure,Domestic,43473
"2021, June 29, Tuesday 10:06:21 AM","2021, May 01, Saturday 12:00:00 AM",TBIT West Gates,Arrival,International,33048
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",T5,Departure,International,12352
"2021, August 01, Sunday 12:00:23 AM","2021, June 01, Tuesday 12:00:00 AM",TBIT West Gates,Arrival,International,72405
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",T8,Departure,International,4032
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",TBIT,Departure,Domestic,118467
"2021, June 29, Tuesday 10:06:21 AM","2021, May 01, Saturday 12:00:00 AM",TBIT West Gates,Departure,Domestic,20561
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",T7,Departure,International,35531
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",T4,Departure,Domestic,294097
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",TBIT West Gates,Arrival,Domestic,43267
"2021, June 29, Tuesday 10:06:21 AM","2021, May 01, Saturday 12:00:00 AM",TBIT West Gates,Arrival,Domestic,21566
"2021, August 01, Sunday 12:00:23 AM","2021, June 01, Tuesday 12:00:00 AM",TBIT West Gates,Arrival,Domestic,68035
"2021, September 10, Friday 06:01:13 AM","2021, August 01, Sunday 12:00:00 AM",T8,Arrival,International,385
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",T7,Arrival,International,58865
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",T5,Arrival,Domestic,399884
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",T5,Departure,Domestic,402640
"2021, September 10, Friday 06:01:13 AM","2021, August 01, Sunday 12:00:00 AM",T2,Departure,Domestic,414991
"2021, September 10, Friday 06:01:13 AM","2021, August 01, Sunday 12:00:00 AM",T2,Departure,International,30545
"2021, June 29, Tuesday 10:06:21 AM","2021, May 01, Saturday 12:00:00 AM",TBIT West Gates,Departure,International,28952
"2021, September 10, Friday 06:01:13 AM","2021, August 01, Sunday 12:00:00 AM",T2,Arrival,International,6739
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",T7,Departure,Domestic,271219
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",T6,Departure,International,56081
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",TBIT West Gates,Departure,International,74098
"2021, August 30, Monday 11:09:52 AM","2021, July 01, Thursday 12:00:00 AM",TBIT West Gates,Arrival,International,99892
"2021, September 10, Friday 06:01:13 AM","2021, August 01, Sunday 12:00:00 AM",T1,Departure,Domestic,241004
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",T6,Departure,Domestic,171777
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",TBIT,Arrival,Domestic,25173
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",T7,Arrival,Domestic,278621
"2021, December 10, Friday 06:01:09 AM","2021, November 01, Monday 12:00:00 AM",T2,Arrival,Domestic,471098
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",T8,Arrival,Domestic,79388
"2021, August 10, Tuesday 12:12:41 PM","2021, July 01, Thursday 12:00:00 AM",TBIT West Gates,Arrival,Domestic,71981
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",T4,Departure,International,11604
"2021, September 10, Friday 06:01:13 AM","2021, August 01, Sunday 12:00:00 AM",T1,Arrival,Domestic,241308
"2021, August 30, Monday 11:09:52 AM","2021, July 01, Thursday 12:00:00 AM",TBIT West Gates,Departure,International,95568
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Arrival,International,262
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",T8,Departure,Domestic,89724
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",Miscellaneous Terminal,Departure,International,260
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Departure,International,164
"2021, September 10, Friday 06:01:13 AM","2021, August 01, Sunday 12:00:00 AM",T6,Arrival,International,28289
"2021, December 10, Friday 06:01:09 AM","2021, November 01, Monday 12:00:00 AM",T1,Departure,Domestic,258568
"2021, August 01, Sunday 12:00:23 AM","2021, June 01, Tuesday 12:00:00 AM",TBIT West Gates,Departure,Domestic,69662
"2021, August 10, Tuesday 12:12:41 PM","2021, July 01, Thursday 12:00:00 AM",TBIT West Gates,Departure,Domestic,70992
"2021, September 29, Wednesday 09:09:13 AM","2021, August 01, Sunday 12:00:00 AM",T4,Arrival,Domestic,295386
"2021, December 10, Friday 06:01:09 AM","2021, November 01, Monday 12:00:00 AM",T7,Arrival,International,32921
"2022, May 10, Tuesday 06:01:09 AM","2022, April 01, Friday 12:00:00 AM",T2,Departure,Domestic,444778
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",T4,Departure,International,19375
"2021, December 10, Friday 06:01:09 AM","2021, November 01, Monday 12:00:00 AM",T8,Arrival,Domestic,98709
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",T4,Arrival,Domestic,306871
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",T6,Arrival,International,24028
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",TBIT West Gates,Departure,International,85756
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",T5,Departure,International,15348
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",T4,Departure,Domestic,294223
"2021, December 10, Friday 06:01:09 AM","2021, November 01, Monday 12:00:00 AM",T2,Departure,Domestic,413186
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",TBIT,Departure,Domestic,95747
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",T2,Arrival,International,10585
"2021, December 10, Friday 06:01:09 AM","2021, November 01, Monday 12:00:00 AM",T7,Arrival,Domestic,257347
"2021, December 10, Friday 06:01:09 AM","2021, November 01, Monday 12:00:00 AM",T8,Departure,Domestic,99957
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",T5,Departure,Domestic,327399
"2021, December 10, Friday 06:01:09 AM","2021, November 01, Monday 12:00:00 AM",T7,Departure,International,28096
"2021, December 10, Friday 06:01:09 AM","2021, November 01, Monday 12:00:00 AM",T7,Departure,Domestic,256571
"2022, June 01, Wednesday 12:00:23 AM","2022, April 01, Friday 12:00:00 AM",T5,Arrival,Domestic,329134
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",T6,Departure,International,57937
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",T5,Arrival,Domestic,324750
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",T6,Departure,Domestic,162541
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",TBIT,Departure,International,196044
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",T2,Departure,International,26293
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",T6,Arrival,Domestic,162537
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",TBIT West Gates,Arrival,International,93469
"2021, December 10, Friday 06:01:09 AM","2021, November 01, Monday 12:00:00 AM",TBIT West Gates,Departure,Domestic,60385
"2022, January 01, Saturday 12:00:11 AM","2021, November 01, Monday 12:00:00 AM",TBIT,Arrival,Domestic,20459
"2021, December 10, Friday 06:01:09 AM","2021, November 01, Monday 12:00:00 AM",TBIT West Gates,Arrival,Domestic,59723
"2022, April 01, Friday 12:00:18 AM","2022, January 01, Saturday 12:00:00 AM",T6,Arrival,Domestic,122486
"2022, April 01, Friday 12:00:18 AM","2022, February 01, Tuesday 12:00:00 AM",T5,Arrival,Domestic,268922
"2022, March 10, Thursday 06:01:10 AM","2022, February 01, Tuesday 12:00:00 AM",T2,Departure,Domestic,333000
"2022, March 10, Thursday 06:01:10 AM","2022, February 01, Tuesday 12:00:00 AM",T2,Arrival,International,7456
"2022, April 01, Friday 12:00:18 AM","2022, February 01, Tuesday 12:00:00 AM",TBIT,Departure,Domestic,115690
"2022, April 01, Friday 12:00:18 AM","2021, December 01, Wednesday 12:00:00 AM",TBIT,Arrival,International,326225
"2022, March 10, Thursday 06:01:10 AM","2022, February 01, Tuesday 12:00:00 AM",T8,Departure,Domestic,80518
"2022, March 10, Thursday 06:01:10 AM","2022, February 01, Tuesday 12:00:00 AM",T1,Departure,Domestic,205315
"2022, March 10, Thursday 06:01:10 AM","2022, February 01, Tuesday 12:00:00 AM",T7,Departure,International,24602
"2022, March 10, Thursday 06:01:10 AM","2022, February 01, Tuesday 12:00:00 AM",T7,Departure,Domestic,231989
"2022, March 10, Thursday 06:01:10 AM","2022, February 01, Tuesday 12:00:00 AM",T2,Arrival,Domestic,468719
"2022, April 01, Friday 12:00:18 AM","2022, February 01, Tuesday 12:00:00 AM",Miscellaneous Terminal,Departure,International,211
"2022, March 10, Thursday 06:01:10 AM","2022, February 01, Tuesday 12:00:00 AM",T1,Arrival,Domestic,206318
"2022, March 10, Thursday 06:01:10 AM","2022, February 01, Tuesday 12:00:00 AM",T6,Arrival,International,17819
"2022, April 01, Friday 12:00:18 AM","2021, December 01, Wednesday 12:00:00 AM",TBIT,Departure,International,260007
"2022, March 10, Thursday 06:01:10 AM","2022, February 01, Tuesday 12:00:00 AM",T8,Arrival,Domestic,81788
"2022, April 01, Friday 12:00:18 AM","2022, February 01, Tuesday 12:00:00 AM",TBIT,Arrival,Domestic,30581
"2022, March 10, Thursday 06:01:10 AM","2022, February 01, Tuesday 12:00:00 AM",T2,Departure,International,24891
"2022, April 01, Friday 12:00:18 AM","2022, February 01, Tuesday 12:00:00 AM",T4,Departure,Domestic,198119
"2022, April 01, Friday 12:00:18 AM","2022, January 01, Saturday 12:00:00 AM",T5,Departure,Domestic,231654
"2022, June 01, Wednesday 12:00:23 AM","2022, April 01, Friday 12:00:00 AM",TBIT,Departure,International,313327
"2022, April 01, Friday 12:00:18 AM","2022, February 01, Tuesday 12:00:00 AM",T4,Departure,International,15321
"2022, April 01, Friday 12:00:18 AM","2022, February 01, Tuesday 12:00:00 AM",T6,Arrival,Domestic,127021
"2022, April 01, Friday 12:00:18 AM","2022, February 01, Tuesday 12:00:00 AM",TBIT West Gates,Arrival,International,73794
"2022, March 10, Thursday 06:01:10 AM","2022, February 01, Tuesday 12:00:00 AM",T6,Departure,International,45813
"2022, April 01, Friday 12:00:18 AM","2022, February 01, Tuesday 12:00:00 AM",TBIT,Departure,International,176064
"2022, March 10, Thursday 06:01:10 AM","2022, February 01, Tuesday 12:00:00 AM",TBIT West Gates,Departure,Domestic,44888
"2022, April 01, Friday 12:00:18 AM","2022, January 01, Saturday 12:00:00 AM",T5,Arrival,Domestic,247862
"2022, April 01, Friday 12:00:18 AM","2022, February 01, Tuesday 12:00:00 AM",T5,Departure,International,11551
"2023, April 01, Saturday 12:01:02 AM","2023, February 01, Wednesday 12:00:00 AM",T2,Departure,International,41050
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",T8,Arrival,Domestic,80259
"2021, October 10, Sunday 06:01:09 AM","2021, September 01, Wednesday 12:00:00 AM",T6,Arrival,International,24862
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",T7,Arrival,Domestic,231280
"2021, October 10, Sunday 06:01:09 AM","2021, September 01, Wednesday 12:00:00 AM",T1,Arrival,Domestic,228058
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",T7,Departure,Domestic,227529
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",T7,Departure,International,22492
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",T5,Arrival,Domestic,338284
"2021, October 10, Sunday 06:01:09 AM","2021, September 01, Wednesday 12:00:00 AM",T2,Arrival,International,8637
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",T5,Departure,Domestic,343149
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",T4,Arrival,Domestic,252351
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",T4,Departure,Domestic,248770
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",T7,Arrival,International,28496
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",TBIT West Gates,Arrival,International,88769
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",TBIT,Arrival,Domestic,18536
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",TBIT West Gates,Departure,Domestic,17359
"2021, October 10, Sunday 06:01:09 AM","2021, September 01, Wednesday 12:00:00 AM",T2,Arrival,Domestic,440732
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",T8,Departure,Domestic,88588
"2021, November 01, Monday 12:00:16 AM","2021, August 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,65737
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",TBIT,Arrival,International,230409
"2021, October 10, Sunday 06:01:09 AM","2021, September 01, Wednesday 12:00:00 AM",T1,Departure,Domestic,226656
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,57590
"2021, October 10, Sunday 06:01:09 AM","2021, September 01, Wednesday 12:00:00 AM",T2,Departure,International,23103
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",T5,Departure,International,10672
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,56875
"2021, October 10, Sunday 06:01:09 AM","2021, September 01, Wednesday 12:00:00 AM",T8,Arrival,International,50
"2021, November 01, Monday 12:00:16 AM","2021, August 01, Sunday 12:00:00 AM",TBIT West Gates,Arrival,International,110010
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",TBIT,Departure,International,154368
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",TBIT West Gates,Departure,International,72674
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",T6,Arrival,Domestic,150138
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",TBIT West Gates,Arrival,Domestic,18092
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",T4,Departure,International,11760
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",T8,Departure,International,5626
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",TBIT,Departure,Domestic,97788
"2021, November 01, Monday 12:00:16 AM","2021, September 01, Wednesday 12:00:00 AM",T6,Departure,Domestic,148632
"2021, October 10, Sunday 06:01:09 AM","2021, September 01, Wednesday 12:00:00 AM",T6,Departure,International,49269
"2021, October 10, Sunday 06:01:09 AM","2021, September 01, Wednesday 12:00:00 AM",T2,Departure,Domestic,370224
"2022, June 01, Wednesday 12:00:23 AM","2022, April 01, Friday 12:00:00 AM",TBIT West Gates,Arrival,International,126059
"2022, January 31, Monday 03:01:29 PM","2021, December 01, Wednesday 12:00:00 AM",T5,Arrival,Domestic,324396
"2022, January 31, Monday 03:01:29 PM","2021, December 01, Wednesday 12:00:00 AM",T2,Departure,Domestic,405746
"2022, January 31, Monday 03:01:29 PM","2021, December 01, Wednesday 12:00:00 AM",T7,Arrival,Domestic,284612
"2022, January 31, Monday 03:01:29 PM","2021, December 01, Wednesday 12:00:00 AM",TBIT West Gates,Departure,Domestic,63451
"2022, January 31, Monday 03:01:29 PM","2021, December 01, Wednesday 12:00:00 AM",T4,Arrival,Domestic,310301
"2022, May 10, Tuesday 06:01:09 AM","2022, April 01, Friday 12:00:00 AM",T2,Departure,International,39744
"2022, January 31, Monday 03:01:29 PM","2021, December 01, Wednesday 12:00:00 AM",T8,Departure,International,6748
"2022, January 31, Monday 03:01:29 PM","2021, December 01, Wednesday 12:00:00 AM",T6,Departure,Domestic,170570
"2022, January 10, Monday 06:01:08 AM","2021, December 01, Wednesday 12:00:00 AM",T1,Arrival,Domestic,260752
